[server 0 | term=0 | commit index=0] start, majority is: 2
[server 0 | term=8 | commit index=3] command received, term=8, index=402
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=403
[server 0 | term=8 | commit index=3] command received, term=8, index=404
[server 0 | term=8 | commit index=3] command received, term=8, index=405
[server 0 | term=8 | commit index=3] command received, term=8, index=406
[server 2 | term=30 | commit index=2] network failure happened to server 4, index=1, after 5515 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=407
[server 1 | term=27 | commit index=3] election timeout
[server 0 | term=8 | commit index=3] command received, term=8, index=408
[server 1 | term=28 | commit index=3] send vote request to server 0
[server 1 | term=28 | commit index=3] send vote request to server 4
[server 1 | term=28 | commit index=3] send vote request to server 2
[server 1 | term=28 | commit index=3] send vote request to server 3
[server 0 | term=8 | commit index=3] command received, term=8, index=409
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 1056 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 4009 miliseconds
[server 4 | term=30 | commit index=3] network failure happened to server 0, index=4, after 5627 miliseconds
[server 2 | term=30 | commit index=2] network failure happened to server 0, index=3, after 5857 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=410
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5558 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=411
[server 3 | term=30 | commit index=0] network failure, vote reuqest is out of date
[server 1 | term=28 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=412
[server 1 | term=28 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 3543 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=413
[server 0 | term=8 | commit index=3] command received, term=8, index=414
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 4286 miliseconds
[server 4 | term=30 | commit index=3] network failure happened to server 2, index=4, after 4286 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=415
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 1960 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=416
[server 4 | term=30 | commit index=3] network failure happened to server 1, index=14, after 5314 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=417
[server 0 | term=8 | commit index=3] command received, term=8, index=418
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5037 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=419
[server 4 | term=30 | commit index=3] network failure happened to server 1, index=14, after 2593 miliseconds
[server 4 | term=30 | commit index=3] network failure happened to server 2, index=4, after 5739 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2091 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=420
[server 0 | term=8 | commit index=3] command received, term=8, index=421
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=422
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=423
[server 0 | term=8 | commit index=3] command received, term=8, index=424
[server 4 | term=30 | commit index=3] network failure happened to server 2, index=4, after 3756 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=425
[server 0 | term=8 | commit index=3] command received, term=8, index=426
[server 1 | term=28 | commit index=3] network failure happened to server 0, index=4, after 2326 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=427
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4409 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=428
[server 0 | term=8 | commit index=3] command received, term=8, index=429
[server 1 | term=28 | commit index=3] network failure happened to server 3, index=1, after 2145 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 775 miliseconds
[server 4 | term=30 | commit index=3] network failure happened to server 0, index=4, after 5639 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=430
[server 0 | term=8 | commit index=3] command received, term=8, index=431
[server 2 | term=30 | commit index=2] network failure happened to server 0, index=3, after 6485 miliseconds
[server 1 | term=28 | commit index=3] network failure happened to server 2, index=3, after 2169 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=432
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=433
[server 0 | term=8 | commit index=3] command received, term=8, index=434
[server 0 | term=8 | commit index=3] command received, term=8, index=435
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 736 miliseconds
[server 1 | term=28 | commit index=3] network failure happened to server 3, index=1, after 2635 miliseconds
[server 4 | term=30 | commit index=3] election timeout
[server 4 | term=31 | commit index=3] send vote request to server 0
[server 4 | term=31 | commit index=3] send vote request to server 2
[server 4 | term=31 | commit index=3] send vote request to server 3
[server 4 | term=31 | commit index=3] send vote request to server 1
[server 1 | term=28 | commit index=3] network failure happened to server 0, index=4, after 2847 miliseconds
[server 1 | term=28 | commit index=3] network failure, vote reuqest is out of date
[server 3 | term=30 | commit index=0] received vote request
[server 3 | term=30 | commit index=0] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 3 | term=31 | commit index=0] vote for server 4 in term 31
[server 2 | term=30 | commit index=2] received vote request
[server 2 | term=30 | commit index=2] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 2 | term=31 | commit index=2] vote for server 4 in term 31
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4672 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 3252 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5405 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2959 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 1, index=14, after 5307 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=436
[server 0 | term=8 | commit index=3] command received, term=8, index=437
[server 0 | term=8 | commit index=3] command received, term=8, index=438
[server 0 | term=8 | commit index=3] command received, term=8, index=439
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 5351 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 5759 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=440
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=441
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 5279 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=442
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 6825 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=443
[server 0 | term=8 | commit index=3] command received, term=8, index=444
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5841 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 1501 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 1, index=14, after 3527 miliseconds
[server 1 | term=28 | commit index=3] network failure happened to server 3, index=4, after 3188 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 5164 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 3854 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 3353 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2756 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 3575 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 4091 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 2881 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 4616 miliseconds
[server 3 | term=31 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=31 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 3806 miliseconds
[server 2 | term=31 | commit index=2] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 5043 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5767 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 0, index=4, after 5049 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 1 | term=28 | commit index=3] network failure happened to server 4, index=4, after 2895 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 6606 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 1550 miliseconds
[server 1 | term=28 | commit index=3] network failure happened to server 2, index=3, after 3436 miliseconds
[server 4 | term=31 | commit index=3] network failure happened to server 2, index=4, after 5527 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 5460 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 5888 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 4767 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=445
[server 3 | term=31 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=446
[server 0 | term=8 | commit index=3] command received, term=8, index=447
[server 4 | term=31 | commit index=3] network failure happened to server 1, index=14, after 6815 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=448
[server 0 | term=8 | commit index=3] command received, term=8, index=449
[server 0 | term=8 | commit index=3] command received, term=8, index=450
[server 0 | term=8 | commit index=3] command received, term=8, index=451
[server 0 | term=8 | commit index=3] command received, term=8, index=452
[server 0 | term=8 | commit index=3] command received, term=8, index=453
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 5274 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] command received, term=8, index=454
[server 0 | term=8 | commit index=3] command received, term=8, index=455
[server 0 | term=8 | commit index=3] command received, term=8, index=456
[server 1 | term=28 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=457
[server 1 | term=28 | commit index=3] election timeout
[server 1 | term=29 | commit index=3] send vote request to server 4
[server 1 | term=29 | commit index=3] send vote request to server 2
[server 1 | term=29 | commit index=3] send vote request to server 3
[server 1 | term=29 | commit index=3] send vote request to server 0
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 2156 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=458
[server 4 | term=31 | commit index=3] network failure happened to server 2, index=4, after 6427 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5527 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=459
[server 4 | term=31 | commit index=3] network failure happened to server 1, index=14, after 6337 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=460
[server 4 | term=31 | commit index=3] network failure happened to server 3, index=1, after 5444 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=461
[server 0 | term=8 | commit index=3] command received, term=8, index=462
[server 0 | term=8 | commit index=3] command received, term=8, index=463
[server 0 | term=8 | commit index=3] command received, term=8, index=464
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=465
[server 3 | term=31 | commit index=0] election timeout
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 4372 miliseconds
[server 3 | term=32 | commit index=0] send vote request to server 0
[server 3 | term=32 | commit index=0] send vote request to server 1
[server 3 | term=32 | commit index=0] send vote request to server 2
[server 3 | term=32 | commit index=0] send vote request to server 4
[server 4 | term=31 | commit index=3] received vote request
[server 4 | term=31 | commit index=3] refused to vote for server 3 in term 32, self term: 17, self index: 112
[server 2 | term=31 | commit index=2] received vote request
[server 2 | term=31 | commit index=2] candidate 3 with term=1, index=1 is more up-to-date than term=1, index=1
[server 2 | term=32 | commit index=2] vote for server 3 in term 32
[server 4 | term=32 | commit index=3] network failure happened to server 0, index=4, after 6324 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 957 miliseconds
[server 4 | term=32 | commit index=3] network failure happened to server 3, index=1, after 4825 miliseconds
[server 4 | term=32 | commit index=3] network failure happened to server 0, index=4, after 6050 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5552 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 5882 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2345 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 6728 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2452 miliseconds
[server 4 | term=32 | commit index=3] network failure happened to server 0, index=4, after 4584 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4795 miliseconds
[server 4 | term=32 | commit index=3] election timeout
[server 4 | term=33 | commit index=3] network failure happened to server 1, index=14, after 5518 miliseconds
[server 4 | term=33 | commit index=3] send vote request to server 0
[server 4 | term=33 | commit index=3] send vote request to server 1
[server 4 | term=33 | commit index=3] send vote request to server 2
[server 4 | term=33 | commit index=3] send vote request to server 3
[server 2 | term=32 | commit index=2] received vote request
[server 3 | term=32 | commit index=0] received vote request
[server 3 | term=32 | commit index=0] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 2 | term=32 | commit index=2] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 3 | term=33 | commit index=0] vote for server 4 in term 33
[server 2 | term=33 | commit index=2] vote for server 4 in term 33
[server 4 | term=33 | commit index=3] network failure happened to server 3, index=1, after 6253 miliseconds
[server 1 | term=29 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 406 miliseconds
[server 4 | term=33 | commit index=3] network failure, vote reuqest is out of date
[server 2 | term=33 | commit index=2] network failure happened to server 3, index=3, after 6743 miliseconds
[server 1 | term=29 | commit index=3] network failure happened to server 3, index=1, after 3362 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 5345 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=466
[server 1 | term=29 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 4134 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=467
[server 0 | term=8 | commit index=3] command received, term=8, index=468
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=469
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2954 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=470
[server 0 | term=8 | commit index=3] command received, term=8, index=471
[server 0 | term=8 | commit index=3] command received, term=8, index=472
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 3175 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=473
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 1377 miliseconds
[server 4 | term=33 | commit index=3] network failure happened to server 2, index=4, after 4728 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2300 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 5966 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 186 miliseconds
[server 1 | term=29 | commit index=3] network failure happened to server 0, index=4, after 3298 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 4 | term=33 | commit index=3] network failure happened to server 1, index=14, after 4252 miliseconds
[server 4 | term=33 | commit index=3] network failure happened to server 2, index=4, after 4556 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 1138 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 1390 miliseconds
[server 3 | term=33 | commit index=0] network failure, vote reuqest is out of date
[server 4 | term=33 | commit index=3] network failure happened to server 2, index=4, after 5874 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 2 | term=33 | commit index=2] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2065 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 3389 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 4315 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 1380 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 3751 miliseconds
[server 1 | term=29 | commit index=3] network failure happened to server 0, index=4, after 4352 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 6997 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 6480 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 3966 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 2251 miliseconds
[server 4 | term=33 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 844 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 2885 miliseconds
[server 4 | term=33 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=474
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 6779 miliseconds
[server 4 | term=33 | commit index=3] network failure happened to server 1, index=14, after 4934 miliseconds
[server 4 | term=33 | commit index=3] network failure happened to server 1, index=14, after 5864 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=475
[server 0 | term=8 | commit index=3] command received, term=8, index=476
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=477
[server 0 | term=8 | commit index=3] command received, term=8, index=478
[server 0 | term=8 | commit index=3] command received, term=8, index=479
[server 4 | term=33 | commit index=3] election timeout
[server 0 | term=8 | commit index=3] command received, term=8, index=480
[server 4 | term=34 | commit index=3] send vote request to server 0
[server 4 | term=34 | commit index=3] send vote request to server 1
[server 4 | term=34 | commit index=3] send vote request to server 2
[server 4 | term=34 | commit index=3] send vote request to server 3
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2155 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=481
[server 2 | term=33 | commit index=2] received vote request
[server 2 | term=33 | commit index=2] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 2 | term=34 | commit index=2] vote for server 4 in term 34
[server 4 | term=34 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=482
[server 3 | term=33 | commit index=0] received vote request
[server 3 | term=33 | commit index=0] candidate 4 with term=17, index=112 is more up-to-date than term=1, index=1
[server 3 | term=34 | commit index=0] vote for server 4 in term 34
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 862 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=483
[server 4 | term=34 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=484
[server 1 | term=29 | commit index=3] election timeout
[server 1 | term=30 | commit index=3] send vote request to server 0
[server 1 | term=30 | commit index=3] send vote request to server 2
[server 1 | term=30 | commit index=3] send vote request to server 3
[server 1 | term=30 | commit index=3] send vote request to server 4
[server 1 | term=30 | commit index=3] network failure happened to server 3, index=4, after 4594 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=485
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=486
[server 0 | term=8 | commit index=3] command received, term=8, index=487
[server 0 | term=8 | commit index=3] command received, term=8, index=488
[server 0 | term=8 | commit index=3] command received, term=8, index=489
[server 0 | term=8 | commit index=3] command received, term=8, index=490
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 551 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2978 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=491
[server 4 | term=34 | commit index=3] network failure happened to server 0, index=4, after 4712 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=492
[server 0 | term=8 | commit index=3] command received, term=8, index=493
[server 0 | term=8 | commit index=3] command received, term=8, index=494
[server 0 | term=8 | commit index=3] network failure happened to server 4, index=4, after 3430 miliseconds
[server 4 | term=34 | commit index=3] network failure happened to server 1, index=14, after 4544 miliseconds
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 1 | term=30 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 2952 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 6522 miliseconds
[server 3 | term=34 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 4225 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 1087 miliseconds
[server 4 | term=34 | commit index=3] network failure, vote reuqest is out of date
[server 4 | term=34 | commit index=3] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 4 | term=34 | commit index=3] network failure happened to server 3, index=1, after 5472 miliseconds
[server 3 | term=34 | commit index=0] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] command received, term=8, index=495
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] command received, term=8, index=496
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 2347 miliseconds
[server 0 | term=8 | commit index=3] command received, term=8, index=497
[server 0 | term=8 | commit index=3] command received, term=8, index=498
[server 0 | term=8 | commit index=3] command received, term=8, index=499
[server 0 | term=8 | commit index=3] command received, term=8, index=500
[server 3 | term=34 | commit index=0] election timeout
[server 3 | term=35 | commit index=0] send vote request to server 0
[server 3 | term=35 | commit index=0] send vote request to server 1
[server 3 | term=35 | commit index=0] send vote request to server 2
[server 3 | term=35 | commit index=0] send vote request to server 4
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 1389 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 72 miliseconds
[server 2 | term=34 | commit index=2] received vote request
[server 2 | term=34 | commit index=2] candidate 3 with term=1, index=1 is more up-to-date than term=1, index=1
[server 2 | term=35 | commit index=2] vote for server 3 in term 35
[server 4 | term=34 | commit index=3] received vote request
[server 4 | term=34 | commit index=3] refused to vote for server 3 in term 35, self term: 17, self index: 112
[server 0 | term=8 | commit index=3] send log append to server 4, index=4
[server 0 | term=8 | commit index=3] send log append to server 1, index=4
[server 0 | term=8 | commit index=3] send log append to server 2, index=1
[server 0 | term=8 | commit index=3] send log append to server 3, index=1
[server 2 | term=35 | commit index=2] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 4379 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 5500 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 3, index=1, after 6638 miliseconds
[server 4 | term=35 | commit index=3] network failure happened to server 0, index=4, after 5722 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 2, index=1, after 3693 miliseconds
[server 0 | term=8 | commit index=3] network failure happened to server 1, index=4, after 3495 miliseconds
[server 1 | term=30 | commit index=3] network failure happened to server 4, index=4, after 4284 miliseconds
